state,city,site_id,model_name,rmse,adj_r2
Karnataka,Belgaum,site_5432,random_forest,11.655270824094952,0.8611544031183772
Karnataka,Mangalore,site_5421,random_forest,10.13111587692781,0.7644927284830016
Karnataka,Mysuru,site_5125,random_forest,4.653303813083145,0.8166953162269709
Karnataka,Chikkamagaluru,site_5265,random_forest,6.259855454074453,0.7679281696931979
Karnataka,Shivamogga,site_5266,random_forest,9.126932834306936,0.726575936229849
Karnataka,Vijayapura,site_5267,random_forest,5.476872972805242,0.8079838596090105
Karnataka,Ramanagara,site_5255,random_forest,6.177914357661119,0.8907902988653266
Karnataka,Bengaluru,site_5686,random_forest,6.933853562001189,0.8160869787370999
Karnataka,Madikeri,site_5391,random_forest,3.3616214739145396,0.9333402238705616
Karnataka,Haveri,site_5420,random_forest,7.752825695903953,0.8938743231020485
Karnataka,Bengaluru,site_1558,random_forest,9.046416898258538,0.8345751711670351
Karnataka,Hassan,site_5448,random_forest,8.243436413875513,0.7682425431599945
Karnataka,Koppal,site_5415,random_forest,6.148031500000669,0.8655334725302991
Karnataka,Bagalkot,site_5264,random_forest,23.46291768604635,0.46201119389064116
Karnataka,Gadag,site_5419,random_forest,78.11537429657116,0.37128958602483486
Karnataka,Chamarajanagar,site_5124,random_forest,6.514649673682708,0.7529922449518117
Karnataka,Bengaluru,site_5678,random_forest,15.863924614686843,0.7305047634294132
Karnataka,Raichur,site_5414,random_forest,8.650964855969578,0.859475443115786
Karnataka,Bengaluru,site_1553,random_forest,22.89154677504217,0.6103348085522424
Karnataka,Kalaburagi,site_5679,random_forest,8.846532791781614,0.9212057885627012
Karnataka,Yadgir,site_5254,random_forest,10.19259738342113,0.7686803999610601
Karnataka,Bengaluru,site_1555,random_forest,11.908473415996058,0.6640918822003155
Karnataka,Chikkaballapur,site_1557,random_forest,10.347628179332578,0.7924285776897917
Karnataka,Hubballi,site_5680,random_forest,16.738932857142448,0.5497924511093735
Karnataka,Bengaluru,site_1556,random_forest,30.590715332182697,0.6108456310438037
Punjab,Mandi Gobindgarh,site_255,random_forest,33.31206935286517,0.7647304479406973
Punjab,Patiala,site_1437,random_forest,18.31347672552426,0.7857283198001309
Punjab,Ludhiana,site_253,random_forest,28.787106937556015,0.6428727537082028
Punjab,Khanna,site_1450,random_forest,12.339148200968753,0.8756732879824775
Odisha,Brajrajnagar,site_1410,random_forest,17.39769152304077,0.8485918203276015
Odisha,Talcher,site_1408,random_forest,22.14369067309631,0.8078914008796397
Bihar,Chhapra,site_5545,random_forest,23.53316463396188,0.9264469697584694
Bihar,Bhagalpur,site_5541,random_forest,20.15072506089237,0.9218079015910348
Bihar,Aurangabad,site_5544,random_forest,16.117464805927696,0.917453504698796
Bihar,Patna,site_5263,random_forest,32.3279383529243,0.8188692825914307
Bihar,Rajgir,site_5489,random_forest,20.581152997789506,0.9297778934787713
Bihar,Bihar Sharif,site_5481,random_forest,24.490355548514877,0.914871823409321
Bihar,Hajipur,site_5337,random_forest,26.57873257844666,0.7350878571684951
Bihar,Motihari,site_5478,random_forest,25.414058259205564,0.9039846968633976
Bihar,Patna,site_5336,random_forest,28.631319664675228,0.8420770977868648
Bihar,Bhagalpur,site_5543,random_forest,17.94640710405112,0.9457361564859769
Bihar,Manguraha,site_5550,random_forest,14.606625292268237,0.8963158597714858
Bihar,Bettiah,site_5476,random_forest,38.45857810022669,0.881181260710667
Bihar,Purnia,site_5549,random_forest,27.057771992123307,0.9224915557234393
Bihar,Gaya,site_5338,random_forest,20.19619730993589,0.6200459606289447
Bihar,Muzaffarpur,site_158,random_forest,56.20368403009727,0.781578959680283
Bihar,Patna,site_5262,random_forest,20.08179462259818,0.907653797180898
Bihar,Darbhanga,site_5477,random_forest,23.97159102424214,0.9390717588247908
Bihar,Gaya,site_5548,random_forest,33.93036785068067,0.8553387635959117
Bihar,Sasaram,site_5485,random_forest,15.091351255336658,0.9458423762653846
Bihar,Munger,site_5490,random_forest,35.02906531907429,0.8371673010988723
Bihar,Buxar,site_5542,random_forest,30.18781766972429,0.8615883119834276
Bihar,Begusarai,site_5540,random_forest,46.77794539392303,0.9148253153555256
Bihar,Muzaffarpur,site_5370,random_forest,17.37888776846858,0.9339635879402447
Bihar,Saharsa,site_5551,random_forest,35.09292135489891,0.8494459509521217
Bihar,Patna,site_5335,random_forest,22.199989986461183,0.8546605363505937
Bihar,Kishanganj,site_5547,random_forest,18.72146494432817,0.9484502560514844
Bihar,Araria,site_5539,random_forest,23.673263215386577,0.8920683360736752
Bihar,Patna,site_157,random_forest,54.299770339774135,0.8965088824094224
Bihar,Siwan,site_5553,random_forest,33.23277845064693,0.9152227297116438
Bihar,Samastipur,site_5552,random_forest,25.512805328922717,0.9253425986867582
Bihar,Muzaffarpur,site_5479,random_forest,30.783138349197237,0.8628425034066728
Bihar,Patna,site_5261,random_forest,45.85654578051036,0.733781549946251
Bihar,Katihar,site_5546,random_forest,31.637882733712452,0.8976503964906807
Bihar,Arrah,site_5538,random_forest,15.561275676818276,0.9480894970641761
Rajasthan,Jhunjhunu,site_5717,random_forest,8.841284509699538,0.8099191886677558
Rajasthan,Jodhpur,site_136,random_forest,38.18343298780377,0.5972597370859749
Rajasthan,Bhiwadi,site_1391,random_forest,45.016375241865745,0.723353419722037
Rajasthan,Jodhpur,site_5720,random_forest,17.501439889621764,0.7005054149251957
Rajasthan,Dausa,site_5713,random_forest,13.72236174544387,0.683092817848403
Rajasthan,Pali,site_1395,random_forest,25.55198549065571,0.6039213060014301
Rajasthan,Pratapgarh,site_5721,random_forest,5.5862483283680024,0.6367875498774506
Rajasthan,Alwar,site_1390,random_forest,35.76951665325082,0.30749728191848047
Rajasthan,Jhalawar,site_5724,random_forest,7.664799982085263,0.8153117329241493
