Year,January,February,March,April,May,June,July,August,September,October,November,December
2023,31,28,31,26,NA,NA,NA,NA,NA,NA,NA,NA
2022,31,28,31,28,29,27,31,31,30,31,28,31
2021,27,27,31,30,31,30,31,31,30,28,29,31
2020,29,28,30,30,31,30,31,31,30,30,30,31
2019,31,28,30,30,31,27,31,29,30,31,30,31
2018,31,28,31,29,31,30,31,31,28,31,30,31
2017,31,28,31,30,30,30,31,31,30,31,29,31
2016,NA,NA,NA,NA,NA,NA,NA,NA,29,30,30,31
