Year,January,February,March,April,May,June,July,August,September,October,November,December
2023,29,26,31,28,NA,NA,NA,NA,NA,NA,NA,NA
2022,31,28,29,29,28,30,31,27,23,30,23,28
2021,31,27,18,18,30,30,31,29,24,28,29,29
2020,30,28,23,10,29,24,25,30,29,23,29,31
2019,29,22,24,29,29,30,26,30,28,17,27,28
2018,31,28,29,26,27,30,30,31,30,30,29,30
2017,31,28,31,30,31,29,31,31,30,31,30,29
2016,23,29,25,25,NA,11,21,27,30,30,27,30
2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,29
