id,name,latitude,longitude
site_5650,"Paryavaran Parisar, Bhopal - MPPCB",23.210494,77.425409
site_5651,"IITG, Guwahati - PCBA",26.2028636,91.70046436
site_5652,"AIIMS, Raipur - CECB",21.258815,81.578979
site_5653,"Siltara Phase-II, Raipur - CECB",21.371751,81.664929
site_5654,"Krishak Nagar, Raipur - CECB",21.237755,81.705301
site_5655,"Bhatagaon New ISBT, Raipur - CECB",21.219665,81.630094
site_5656,"Rampur, Korba - CECB",22.368195,82.746431
site_5657,"Urja Nagar, Korba - CECB",22.348441,82.549611
site_5658,"Girls College, Sivasagar - PCBA",26.987634,94.636574
site_5659,"Hathkhoj, Bhilai - CECB",21.224231,81.40835
site_5660,"32Bungalows, Bhilai - CECB",21.194815,81.31477
site_5661,"Maharaj Bada, Gwalior - MPPCB",26.200388,78.147714
site_5662,"Civil Lines, Sagar - MPPCB",23.838586,78.759431
site_5664,"Science Center, Surat - SMC",21.170046,72.795405
site_5049,"Sector-12, Karnal - HSPCB",29.6953,77.0027
site_5665,"Gangineni Cheruvu, Chittoor - APPCB",13.20488,79.097889
site_5666,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.40923
site_5667,"Deen Dayal Nagar, Gwalior - MPPCB",26.259242,78.216432
site_5668,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057
site_5669,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488
site_5670,"Meher Colony, Baripada - OSPCB",21.941841,86.728318
site_5671,"Jagamohanpur, Keonjhar - OSPCB",21.6439,85.599355
site_5672,"Divisional Forest Office, Rairangpur - OSPCB",22.265816,86.174829
site_5673,"Tata Township, Bileipada - OSPCB",22.06156703,85.47409613
site_5674,"Dabuna, Nayagarh - OSPCB",21.847279,85.416905
site_5675,"Raghunathpali, Rourkela - OSPCB",22.220833,84.809444
site_5676,"OMC Colony, Suakati - OSPCB",21.606865,85.510538
site_5677,"Barsua Iron Ore Mines, Tensa - OSPCB",21.869985,85.167016
site_5678,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466
site_5679,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",17.336318,76.847397
site_5680,"Lingaraj Nagar, Hubballi - KSPCB",15.3714823,75.1160168
site_5681,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217
site_5682,"Thimmalapura, Tumakuru - KSPCB",13.377516,77.099072
site_5683,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544
site_5684,"Tarapur, Silchar - PCBA",24.82827,92.79525
site_5685,"Kanuru, Vijayawada - APPCB",16.486692,80.699436
site_5686,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115
site_5687,"Fertilizer Township, Rourkela - OSPCB",22.18972222,84.86277778
site_5688,"Sector-2, Rourkela - OSPCB",22.245,84.88111111
site_5689,"Nawapara SECL Colony, Chhal - CECB",22.118125,83.140608
site_5690,"OP Jindal School, Kunjemura - CECB",22.12665,83.483212
site_5691,"Govt. Higher Secondary School, Milupara - CECB",22.1910172,83.5197009
site_5692,"OP Jindal Industrial Park, Tumidih - CECB",22.06631475,83.33820077
site_5693,"Yerramukkapalli, Kadapa - APPCB",14.465052,78.824187
site_293,"Alandur Bus Depot, Chennai - CPCB",12.9099161,80.1076538
site_5694,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384,72.976571
site_5695,"Krishna Nagar, Bharatpur - RSPCB",27.215415,77.50873
site_5696,"MM Ground, Bikaner - RSPCB",28.018792,73.292658
site_5699,"Subash Chowk, Churu - RSPCB",28.296139,74.961696
site_5700,"Raja Ganj, Dholpur - RSPCB",26.699557,77.898881
site_5701,"Nayapura, Kota - RSPCB",25.196024,75.855668
site_5702,"Shastri Nagar, Tonk - RSPCB",26.159933,75.780517
site_5703,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547
site_5704,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.9611753
site_5705,"Vedhaynath Colony, Sirohi - RSPCB",24.885261,72.857549
site_5622,"Sona College of Technology, Salem - TNPCB",11.679111,78.125052
site_5706,"Christianpatty, Nagaon - PCBA",26.349082,92.68449
site_5707,"Dhanmandi, Kota - RSPCB",25.16409,75.858137
site_5708,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568
site_5709,"Vijay Nagar Scheme-78, Indore - Glenmark",22.76726,75.8871
site_5710,"Sardar Patel Nagar, Dhanbad - JSPCB",23.80569,86.44268
site_5711,"Rati Talai, Banswara - RSPCB",23.55519,74.44001
site_5712,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527
site_5713,"Khatikan Mohalla, Dausa - RSPCB",26.895552,76.334753
site_5714,"Railway Colony, Barmer - RSPCB",25.747299,71.393989
site_5715,"Housing Board, Hanumangarh - RSPCB",29.61075,74.283608
site_5716,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.359327
site_5717,"Indra Nagar, Jhunjhunu - RSPCB",28.108988,75.386577
site_5718,"Dhoinda, Rajsamand - RSPCB",25.03636,73.883502
site_5719,"Old City, Sri Ganganagar - RSPCB",29.931624,73.864511
site_5720,"Jhalamand, Jodhpur - RSPCB",26.215415,73.070156
site_5721,"Pragati Nagar, Pratapgarh - RSPCB",24.041198,74.780702
site_5722,"Radhakishan Pura, Sikar - RSPCB",27.608912,75.153302
site_5723,"Satyawati Vihar, Karauli - RSPCB",26.506177,77.025989
site_5724,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.588397,76.172782
site_5725,"Mansarovar Sector-12, Jaipur - RSPCB",26.843698,75.766894
site_5726,"Digari Kalan, Jodhpur - RSPCB",26.29581,73.082283
site_5727,"Sector-2 Murlipura, Jaipur - RSPCB",26.960669,75.771817
site_5729,"Jigani, Bengaluru - KSPCB",12.7816279,77.6299145
site_5768,"Shivaji University, Kolhapur - MPCB",16.6870449,74.2505872
site_5769,"Sinchan Bhavan, Kolhapur - MPCB",16.7143745,74.2426398
site_5771,"New Colony, Bundi - RSPCB",25.435774,75.644272
site_5772,"Sadar Bazar, Jaisalmer - RSPCB",26.912329,70.909168
site_5773,"Mandor, Jodhpur - RSPCB",26.358805,73.047444
